CUE,TARGET,root,raw,affix,old,jcn,lsa,fsg,bsg
abandon,abandon,1,1,1,1,,,,
abandon,acquire,0.075668676,0.08324183,0,,,,,
abandon,call,0.031440291,0.034679908,0,,,,,
abandon,fly,0.126370055,0.133059664,0,,,,,
abandon,get,0.039059275,0.042968447,0,,,,,
abandon,go,0.387759389,0.349675538,0,0.305007794,,,,
abandon,rise,0.299310514,0.321839367,0,,,,,
abandon,spend,0.230428489,0.26796045,0,,,,,
abandon,take,0.114886061,0.119363173,0,,,,,
abdomen,abdomen,1,1,1,,,,,
abdomen,ache,0.15947323,0.108888618,0,,,,,
abdomen,ankle,0.09626042,0.077463722,0,,,,,
abdomen,arm,0.286372497,0.237139008,0,,,,,
abdomen,arms,0.253597908,0.245690721,0.139308594,,,,,
abdomen,bicep,0.232842922,0.117371443,0.352855417,,,,,
abdomen,blink,0.018824004,0.012853065,0,,,,,
abdomen,bowels,0.501481498,0.595626722,0,,,,,
abdomen,burp,0.244023906,0.249929965,0,,,,,
abdomen,colon,0.253653378,0,0,,,,,
abdomen,drool,0.04945469,0.042654005,0,,,,,
abdomen,eat,0.08805468,0.090185849,0,,,,,
abdomen,elbow,0.168099544,0.15495122,0,,,,,
abdomen,eyes,0.227027862,0.165097408,0,,,,,
abdomen,finger,0.162814554,0.148563653,0,,,,,
abdomen,glands,0.316154816,0.339843146,0,,,,,
abdomen,heart,0.194873463,0.119504884,0,,,,,
abdomen,hiccup,0.127397738,0.097476686,0,,,,,
abdomen,intestine,0.287703497,0.254639939,0,,12.643823,0.286157,0.013,0
abdomen,kidney,0.295625784,0.179497571,0,,,,,
abdomen,knee,0.171772112,0.168748681,0,,,,,
abdomen,knees,0.145841072,0.191379077,0,,,,,
abdomen,leg,0.186338334,0.172514678,0.191330626,,,,,
abdomen,liver,0.317984534,0,0,,,,,
abdomen,lung,0.241331863,0.195095094,0,,,,,
abdomen,lungs,0.190568266,0.169543083,0,,,,,
abdomen,massage,0.150667645,0.150030753,0,,,,,
abdomen,mouth,0.098179172,0.092820352,0,,,,,
abdomen,neck,0.201887445,0.186545824,0,,,,,
abdomen,pound,0.029115695,0.019880251,0,,,,,
abdomen,protein,0.185085698,0.135461898,0,,,,,
abdomen,ribs,0.156927383,0.187366196,0,,,,,
abdomen,shoulder,0.245131713,0.207611098,0,,,,,
abdomen,skin,0.284559412,0,0,,,,,
abdomen,stomach,0.227908375,0.206754343,0,,0,0.293251,0.566,0.021
abdomen,swallow,0.16672767,0.155120537,0,,,,,
abdomen,swim,0.021398025,0.014610611,0,,,,,
abdomen,tongue,0.127315133,0.073348039,0,,,,,
abdomen,tremble,0.116861599,0.112830195,0,,,,,
abdomen,vomit,0.447830123,0.458668861,0,,,,,
abdomen,waist,0.276905381,0.283607264,0,,,,,
abduct,abduct,1,1,1,,,,,
abduct,acquire,0.113024569,0.112814488,0,,,,,
abduct,burglary,0.339751176,0.181350778,0,,,,,
abduct,captive,0.172992831,0.193469385,0,,,,,
abduct,detach,0.350998028,0.379049022,0,,,,,
abduct,escape,0.189118566,0.19579832,0,,,,,
abduct,garbage,0.156341756,0.100942625,0,,,,,
abduct,hostage,0.380141208,0.274036102,0,,,,,
abduct,kidnap,0.433241668,0.427513502,0,,0,0.000352,0.453,0.079
abduct,minus,0.264601116,0.289211739,0,,,,,
abduct,move,0.060188287,0.061089031,0,,,,,
abduct,prisoner,0.054379221,0.062189765,0,,,,,
abduct,push,0.044766148,0.045202155,0,,,,,
abduct,remove,0.630294414,0.630832967,0,,,,,
abduct,remover,0.421641701,0.346036876,0,,,,,
abduct,rob,0.561069758,0.571890208,0,,,,,
abduct,robbery,0.425265755,0.21049191,0,,,,,
abduct,snatch,0.60769164,0.610601498,0,,,,,
abduct,strip,0.420415805,0.456452503,0,,,,,
abduct,subtract,0.455538827,0.479397877,0,,,,,
abduct,subtraction,0.490706999,0.509951929,0,,,,,
abduct,thief,0.423280756,0.172241485,0,,,,,
ability,ability,1,1,1,1,,,,
ability,ambidextrous,0.119440525,0.060741683,0,,,,,
ability,capability,0.426757671,0.255461941,0.01214415,0.384010442,1.417451,0.185486,0.119,0.282
ability,competence,0.399535899,0.185938826,0.139897446,,3.655265,0.471061,0.063,0.175
ability,energy,0.413212745,0,0,0.09207928,,,,
ability,impossible,0.275280324,0,0,,,,,
ability,inability,0.417625615,0.211843276,0,,8.46081,0.334056,0.042,0.046
ability,skill,0.457282969,0.24095817,0.039946607,0.114847744,3.911001,0.594189,0.056,0.102
ability,strength,0.222150238,0.171391831,0.00811472,0.120521504,1.999468,0.292915,0.056,0.028
ability,strong,0.228924744,0.178073301,0.040814627,0.103574416,,,,
ability,talent,0.490321154,0.19796007,0.129350507,,4.163232,0.433068,0.035,0.048
able,able,1,1,1,1,,,,
able,acquire,0.058604929,0.024999023,0.131813427,0.065850403,,,,
able,ask,0.044902935,0.019154183,0.071971217,,,,,
able,capability,0.162028402,0.222499072,0.016984172,0.329765515,,,,
able,competence,0.209200341,0.203522895,0,,,,,
able,construct,0.052226814,0.023226754,0.155822256,,,,,
able,drill,0.037838037,0.014034022,0,,,,,
able,experience,0.157937092,0.060886023,0.119952029,,,,,
able,future,0.170047867,0,0,,,,,
able,knock,0.035374997,0.015089864,0.096175585,,,,,
able,lead,0.039266478,0.016749847,0.04990306,,,,,
able,notice,0.035143361,0.013117173,0,,,,,
able,preach,0.022871382,0.009756214,0.107288356,,,,,
able,read,0.034961513,0.014913484,0.066640016,0.063294314,,,,
able,secretive,0.145018314,0.023338001,0,,,,,
able,sense,0.046865276,0.01507043,0.090675211,0.050402517,,,,
able,teach,0.097870037,0.041748286,0.142524248,0.103685956,,,,
able,warn,0.045767456,0.013015307,0,0.050936031,,,,
abnormal,abnormal,1,1,1,1,,,,
abnormal,bizarre,0.628848845,0.650732251,0,0.562929157,,,,
abnormal,common,0.343992766,0.334930149,0,,,,,
abnormal,different,0.471934031,0.427452537,0,0.597679097,,,0.05,0
abnormal,freak,0.648863461,0.453128573,0,,,,,
abnormal,irregular,0.684377117,0.662457816,0,0.778822265,,,,
abnormal,odd,0.384795293,0.448779522,0,0.360028505,,,0.029,0
abnormal,regular,0.468736798,0.433207765,0,,,,,
abnormal,special,0.270098756,0.264976626,0,,,,,
abnormal,strange,0.8112368,0.80421091,0,0.686166656,,,0.108,0
abnormal,uncommon,0.454089771,0.406794269,0,0.55709451,,,0.014,0
abnormal,unusual,0.875600151,0.883381672,0.94726101,0.838134971,,,0.014,0.028
abnormal,usual,0.285745605,0.278835363,0,,,,,
abnormal,weird,0.550443659,0.412021475,0,0.218172725,,,0.216,0.021
above,above,1,1,1,1,,,,
above,accumulative,0.344852383,0.405409039,0,0.273692915,,,,
above,airplane,0.10574726,0.072259057,0,,,,,
above,ascend,0.357770664,0.252194878,0,0.313868912,,,,
above,ascent,0.354923454,0.303428964,0,0.310383945,,,,
above,balcony,0.304136295,0.148736728,0,,,,,
above,blouse,0.04734784,0.052239263,0,,,,,
above,bottom,0.297098859,0.339537756,0,,,,,
above,ceiling,0.577363438,0.492195198,0,0.509228021,,,,
above,climax,0.427061741,0.290212986,0,,,,,
above,coat,0.099903,0.109969291,0,,,,,
above,down,0.233742831,0.263354772,0,0.209506451,,,,
above,extravagant,0.607618706,0.653386025,0,,,,,
above,fly,0.179318677,0.132414559,0,0.094926218,,,,
above,head,0.21676974,0.227938277,0,0.189373297,,,,
above,heights,0.554757802,0.402871426,0,,,,,
above,higher,0.340930621,0.326702867,0,0.220297161,,,,
above,hill,0.289207861,0.215904679,0,0.151578834,,,,
above,jump,0.261123985,0.14444291,0,0.278286348,,,,
above,kick,0.029670807,0.017627067,0,,,,,
above,ladder,0.210744093,0.137507154,0,0.18109271,,,,
above,lift,0.195094189,0.147818441,0,0.209783283,,,,
above,loft,0.273295254,0.099305575,0,,,,,
above,lower,0.2471191,0.208538582,0,,,,,
above,maximum,0.362410263,0.177318796,0.132435811,,,,,
above,mountain,0.25639048,0.201732762,0,0.152882773,,,,
above,overlaid,0.588208324,0.674431143,0,0.580487028,,,,
above,peak,0.597151292,0.444527907,0,0.51470754,,,,
above,place,0.046289187,0.032900865,0,,,,,
above,promote,0.345699272,0.295125418,0,0.154243881,,,,
above,rise,0.302432622,0.231297414,0,0.274323245,,,,
above,shirt,0.093639699,0,0,,,,,
above,shoulder,0.07890225,0.08492886,0,0.071527559,,,,
above,stumble,0.116492644,0.136977099,0,,,,,
above,summit,0.54452676,0.375732034,0,,,,,
above,sunrise,0.084170123,0.093806366,0,,,,,
above,sweater,0.062994491,0,0,,,,,
above,top,0.414552478,0.129514571,0,0.298497308,,,0.036,0.02
above,under,0.291309994,0.316029439,0,0.305742554,,,,
above,up,0.26757917,0.214527207,0,0.243361936,,,0.064,0
above,upstairs,0.349541216,0.227746142,0,,,,,
above,vest,0.055436944,0.062144909,0,0.056151196,,,,
above,wall,0.052827062,0.037547776,0,,,,,
abstract,abstract,1,1,1,,,,,
abstract,book,0.039654125,0.032700765,0,,,,,
abstract,create,0.416863907,0.325072748,0,,,,,
abstract,creative,0.412704255,0.099352851,0,,,,,
abstract,draw,0.128878846,0.13660434,0,,8.534681,0.139883,0.014,0
absurd,absurd,1,1,1,1,,,,
absurd,growl,0.033858274,0,0,,,,,
absurd,nonsense,0.196669818,0.200809623,0.412065504,,,,0.026,0
absurd,outrageous,0.758769755,0.817225261,0.837319376,0.513022189,,,0.02,0
absurd,yell,0.036124919,0,0,,,,,
abundance,abundance,1,1,1,,,,,
abundance,bus,0.065648358,0.072501976,0,,,,,
abundance,cockroach,0.096139625,0.106176498,0,,,,,
abundance,couch,0.049498441,0.054666025,0,,,,,
abundance,legion,0.190798761,0.207446443,0,,,,,
abundance,limousine,0.070795362,0.078186321,0,,,,,
abundance,lots,0.153935121,0.192813925,0,,16.299919,0.028868,0.224,0
abundance,much,0.307737272,0.32881335,0,,14.60771,0.242804,0.033,0
abundance,numerous,0.489545834,0.43362909,0,,,,,
abundance,oodles,0.34406073,0.379980298,0,,,,,
abundance,sea,0.109541971,0.125059433,0,,,,,
abundance,shark,0.076622581,0.09397986,0,,,,,
abundance,skyscraper,0.079275296,0.087551552,0,,,,,
abuse,abuse,1,1,1,1,,,,
abuse,accept,0.115325521,0,0,0.098252326,,,,
abuse,ache,0.44310448,0.229636123,0,0.432003482,,,,
abuse,argue,0.078243605,0.028221042,0,0.08784338,,,,
abuse,assault,0.376808789,0.25198964,0.528322501,0.423264509,,,,
abuse,athlete,0.232479671,0.239632326,0.243840747,,,,,
abuse,attack,0.552012927,0.475740008,0.717132028,0.423992801,,,,
abuse,bicycle,0.03551744,0.029405536,0,0.060422991,,,,
abuse,bleed,0.219244139,0.113842923,0,0.200735986,,,,
abuse,blink,0.016450279,0.007982116,0,,,,,
abuse,boil,0.018227633,0.008844536,0,,,,,
abuse,bomb,0.085947513,0.043308038,0,,,,,
abuse,break,0.090944207,0.063865757,0,0.101950292,,,,
abuse,bully,0.292991673,0.188055507,0.175394307,,,,,
abuse,burn,0.109035354,0.035105916,0,0.095647297,,,,
abuse,burned,0.173157785,0.081710334,0.107250718,0.131909282,,,,
abuse,call,0.03609833,0.012972643,0,,,,,
abuse,contract,0.086291475,0.083563571,0.09304978,,,,,
abuse,crash,0.096473931,0.047308029,0.012866669,0.120410384,,,,
abuse,crazy,0.209538561,0.153244242,0.085176193,0.097085451,,,,
abuse,cry,0.166144143,0.047640405,0,0.114448118,,,,
abuse,damage,0.2916603,0.168995053,0,,,,,
abuse,destroy,0.135907135,0.079285324,0,0.070473304,,,,
abuse,die,0.094097677,0.059198466,0,0.078601735,,,,
abuse,door,0.040693037,0.029726917,0,,,,,
abuse,drag,0.089803148,0.070809202,0,0.082737375,,,,
abuse,draw,0.063530655,0.028501481,0,0.060389327,,,,
abuse,exercise,0.119752052,0.143240923,0.178708523,0.080151594,,,,
abuse,eye,0.052320456,0.046972758,0,0.091069009,,,,
abuse,fear,0.152546792,0.061495422,0.055079535,0.090860922,,,,
abuse,feel,0.247297908,0.075014878,0,0.211472337,,,,
abuse,fight,0.452577352,0.555496253,0.584252988,0.342608014,13.260489,0.050016,0.01,0
abuse,fit,0.230744154,0.143534605,0.177071118,,,,,
abuse,frown,0.087068211,0.011204978,0,0.084805078,,,,
abuse,get,0.046205078,0.033753553,0,,,,,
abuse,handicap,0.300727007,0.384933656,0.270481882,,,,,
abuse,happy,0.120816948,0.040770513,0.076860072,0.073706256,,,,
abuse,harm,0.489968789,0.313988888,0.75206564,,,,,
abuse,headache,0.191175647,0.12965456,0.071380148,0.173093733,,,,
abuse,hit,0.238970654,0.094697313,0,0.173694397,13.395668,0.030209,0.091,0
abuse,hurt,0.418326483,0.312994156,0.454377122,0.3706073,14.557312,0.081926,0.141,0
abuse,idiot,0.226975688,0.154877001,0.021493225,0.121245812,,,,
abuse,insane,0.192734587,0.14291188,0.070633481,0.143885468,,,,
abuse,itch,0.036473096,0.018673319,0,,,,,
abuse,klutz,0.138417905,0.075804929,0.024846947,0.083107333,,,,
abuse,limp,0.241381858,0.10039281,0,0.212926376,,,,
abuse,loss,0.032648577,0.009392786,0,0.056042805,,,,
abuse,meow,0.035889098,0.012918799,0,,,,,
abuse,message,0.124740248,0.103455741,0.104898488,,,,,
abuse,nervous,0.069216658,0.030103431,0.038694465,,,,,
abuse,ouch,0.376520632,0.208809857,0.07761218,,,,,
abuse,pain,0.636664276,0.576804993,0.703811186,0.506721434,17.728296,0.305816,0.025,0
abuse,pimple,0.05554417,0.035474918,0.059001911,,,,,
abuse,pity,0.083177872,0.024721094,0,,,,,
abuse,plea,0.035854582,0.018847404,0,,,,,
abuse,plead,0.082594301,0.043416715,0,0.083111644,,,,
abuse,poison,0.112110566,0.071765945,0.081221128,0.10684144,,,,
abuse,pound,0.12004433,0.0635005,0,0.102703235,,,,
abuse,press,0.078925119,0.069177476,0,0.06738281,,,,
abuse,psycho,0.153435732,0.103672051,0.02646054,0.167365292,,,,
abuse,punch,0.306921885,0.176217906,0,0.312796892,,,,
abuse,push,0.096801955,0.105937607,0.254223555,0.051648991,,,,
abuse,scream,0.086414456,0.022485289,0,,,,,
abuse,screech,0.07483101,0.020015596,0,,,,,
abuse,sensitive,0.2633454,0.209846373,0,,,,,
abuse,slap,0.159715365,0.069823302,0,0.184845524,,,,
abuse,smash,0.046985157,0.045250866,0,0.058616876,,,,
abuse,sport,0.302632721,0.401772757,0.400212109,0.111516205,,,,
abuse,sprain,0.169422095,0.09265158,0.041428107,,,,,
abuse,squint,0.039951005,0.01752028,0,,,,,
abuse,sting,0.242821395,0.148071642,0.107591519,0.208415091,,,,
abuse,strength,0.536214869,0.576514037,0.672564334,0.434670546,,,,
abuse,suffer,0.447586711,0.317625255,0.841163991,0.409005829,,,,
abuse,therapy,0.344826607,0.414836325,0,,,,,
abuse,threat,0.274198924,0.181492416,0,0.254079467,,,,
abuse,threaten,0.116232828,0.035442323,0,0.128964312,,,,
abuse,torture,0.248151548,0.159556191,0.034384739,,,,,
abuse,touch,0.1286815,0.103362801,0,0.078756187,,,,
abuse,trait,0.285703847,0.258888137,0.222755709,0.171120074,,,,
abuse,trauma,0.214055104,0.106632552,0.056573117,,,,,
abuse,tremble,0.044248927,0.02456284,0,,,,,
abuse,victim,0.271844354,0.116028443,0,,,,,
abuse,violence,0.41201477,0.436857866,0.515620022,,,,,
abuse,violent,0.604611725,0.433600185,0.407951638,,,,0.015,0
abuse,whisper,0.022228932,0.015164211,0,,,,,
abuse,wound,0.299385178,0.149337727,0.066886718,0.210409219,,,,
accelerate,accelerate,1,1,1,,,,,
accelerate,airplane,0.128964914,0.072551677,0,,,,,
accelerate,arm,0.091185233,0.086586507,0,,,,,
accelerate,ascend,0.28303755,0.287427285,0,,,,,
accelerate,ascent,0.331143275,0.331911839,0,,,,,
accelerate,bicycle,0.034756289,0.014897383,0,,,,,
accelerate,bike,0.167141279,0.068700566,0,,,,,
accelerate,blink,0.224726339,0.038804458,0,,,,,
accelerate,bounce,0.280317592,0.278907597,0,,,,,
accelerate,burp,0.085536032,0.070392583,0,,,,,
accelerate,car,0.106990325,0.066472312,0,,,,0.114,0
accelerate,carry,0.098070458,0.072886663,0,,,,,
accelerate,cars,0.207622288,0.075708546,0,,,,,
accelerate,chase,0.051761136,0.015213305,0,,,,,
accelerate,chat,0.026445096,0.007913426,0,,,,,
accelerate,climb,0.368050799,0.411711046,0,,,,,
accelerate,crash,0.060849809,0.022495461,0,,,,,
accelerate,defrost,0.125411943,0,0,,,,,
accelerate,dive,0.034497307,0.01013923,0,,,,,
accelerate,drill,0.089928332,0.03616815,0,,,,,
accelerate,drive,0.221506896,0.090458437,0,,,,,
accelerate,escalator,0.213175676,0,0,,,,,
accelerate,escape,0.110561996,0.018091168,0,,,,,
accelerate,fast,0.458946862,0.393568509,0,,19.135094,0.286854,0.271,0
accelerate,finger,0.051593055,0.051242134,0,,,,,
accelerate,flame,0.016944466,0.016516722,0,,,,,
accelerate,flicker,0.164868608,0.021199997,0,,,,,
accelerate,fly,0.242106185,0.177408401,0,,,,,
accelerate,fork,0.054104607,0.059709578,0,,,,,
accelerate,gallop,0.188394595,0.043177131,0,,,,,
accelerate,go,0.121274362,0.111126008,0,,9.307174,0.041617,0.014,0
accelerate,grin,0.086331758,0.086472204,0,,,,,
accelerate,hand,0.053245038,0.051286081,0,,,,,
accelerate,helicopter,0.05501,0.010610375,0,,,,,
accelerate,hiccup,0.139825656,0.019601192,0,,,,,
accelerate,hold,0.043978401,0.042321743,0,,,,,
accelerate,hop,0.17258572,0.167095107,0,,,,,
accelerate,hurry,0.431329645,0.13383963,0.319091886,,,,,
accelerate,hustle,0.321974759,0.177916553,0,,,,,
accelerate,inflation,0.22298356,0.230291459,0,,,,,
accelerate,itch,0.032030802,0.014486001,0,,,,,
accelerate,jog,0.299210508,0.116618812,0,,,,,
accelerate,jump,0.148105381,0.124530931,0,,,,,
accelerate,kick,0.106765393,0.062911944,0,,,,,
accelerate,knee,0.063672239,0.059041796,0,,,,,
accelerate,lick,0.060385461,0.058667369,0,,,,,
accelerate,lift,0.234004503,0.232540116,0,,,,,
accelerate,motion,0.2823149,0.050163931,0,,,,,
accelerate,motorcycle,0.119719939,0.010837696,0,,,,,
accelerate,pedal,0.119778773,0.110781503,0,,19.209712,0.426452,0.014,0
accelerate,pump,0.150083335,0.093366536,0,,,,,
accelerate,put,0.076585493,0.028312759,0,,,,,
accelerate,quick,0.680958205,0.122286663,0,,,,,
accelerate,rake,0.054598136,0.055785317,0,,,,,
accelerate,rattle,0.059306039,0.034023688,0,,,,,
accelerate,rise,0.3569322,0.355834047,0,,,,,
accelerate,run,0.467138102,0.150803017,0,,,,,
accelerate,running,0.431307883,0.174087075,0.332486133,,,,,
accelerate,rush,0.40781616,0.085745542,0,,,,,
accelerate,saw,0.078117714,0.045004586,0,,,,,
accelerate,shake,0.320875246,0.143052916,0,,,,,
accelerate,shoulder,0.116676214,0.117233297,0,,,,,
accelerate,shovel,0.129570994,0.100367536,0,,,,,
accelerate,skid,0.062614802,0.035921915,0,,,,,
accelerate,slap,0.083594901,0.016123855,0,,,,,
accelerate,slide,0.147103283,0.087822443,0,,,,,
accelerate,slow,0.650160503,0.214605853,0,,18.087108,0.333,0.014,0
accelerate,slowly,0.580172483,0.203470032,0,,,,,
accelerate,smash,0.03576086,0.010510605,0,,,,,
accelerate,smile,0.115098813,0.115779438,0,,,,,
accelerate,snap,0.159801505,0.024174626,0,,,,,
accelerate,sonic,0.388052343,0.174006969,0,,,,,
accelerate,speed,0.488218346,0.031424688,0,,0,0.567961,0.386,0.02
accelerate,steam,0.035503087,0,0,,,,,
accelerate,step,0.158401854,0.084965555,0,,,,,
accelerate,steps,0.239261671,0.230475753,0,,,,,
accelerate,swift,0.572958283,0.080968621,0,,,,,
accelerate,take,0.102823699,0.093460273,0,,,,,
accelerate,throw,0.144276695,0.065420704,0,,,,,
accelerate,thumb,0.065952222,0.063467816,0,,,,,
accelerate,touch,0.047390682,0.009218834,0,,,,,
accelerate,train,0.136273519,0.033687693,0,,,,,
accelerate,tremble,0.095177773,0.054830703,0,,,,,
accelerate,trot,0.214258929,0.148803814,0.376867331,,,,,
accelerate,van,0.055189978,0.052789683,0,,,,,
accelerate,wink,0.103424301,0.022308074,0,,,,,
accept,accept,1,1,1,1,,,,
accept,ache,0.081438075,0.081438075,0.17190294,0.057005416,,,,
accept,acquire,0.329611417,0.329611417,0.586524109,0.329611417,,,,
accept,admit,0.254743483,0.254743483,0.732292093,0.254743483,,,,
accept,advise,0.197178258,0.194235299,0.596181299,0.197178258,,,,
accept,airplane,0.107439692,0.107439692,0,0.053719846,,,,
accept,approach,0.128996841,0.128996841,0.806399193,0.131069505,,,,
accept,argue,0.162106046,0.157872872,0.777593186,0.162106046,,,,
accept,arrival,0.147672876,0.147672876,0.733143915,0.147672876,,,,
accept,arrive,0.088794654,0.088794654,0.679985515,0.088794654,,,,
accept,ask,0.114247614,0.10222155,0.56424471,0.107726127,,,,
accept,bend,0.121802696,0.121802696,0.854162844,0.109524843,,,,
accept,bleed,0.047174438,0.047174438,0.49892218,,,,,
accept,blend,0.086914544,0.086914544,0.890587253,0.086914544,,,,
accept,blink,0.080003635,0.080003635,0.447511594,0.052046863,,,,
accept,bomb,0.091973575,0.091973575,0.900186601,0.069342284,,,,
accept,bombardment,0.063711645,0.063711645,0.708749308,0.063711645,,,,
accept,book,0.059058638,0.059058638,0,,,,,
accept,borrow,0.335650609,0.335650609,0.564862609,0.331552157,,,,
accept,bounce,0.071906742,0.071906742,0.627906977,0.071906742,,,,
accept,break,0.146252889,0.146252889,0.758708745,0.146252889,,,,
accept,breathe,0.063910588,0.063910588,0.259375688,0.063910588,,,,
accept,broom,0.026037417,0.02367038,0.311286403,,,,,
accept,brush,0.078531843,0.080785263,0.416052852,,,,,
accept,build,0.107490571,0.107490571,0.774291289,0.107490571,,,,
accept,bump,0.085037849,0.085037849,0.275099867,0.08460287,,,,
accept,burn,0.080158335,0.080158335,0.762120813,0.080158335,,,,
accept,burp,0.073053135,0.073053135,0.49908623,0.090429627,,,,
accept,bus,0.093250481,0.093250481,0,,,,,
accept,buy,0.057693791,0.057693791,0,0.057693791,,,,
accept,call,0.168878289,0.166913232,0.695364689,0.144343121,,,,
accept,carry,0.152521933,0.152521933,0.517609621,0.076044007,,,,
accept,challenge,0.037270388,0,0,0.059632621,,,,
accept,chase,0.115705726,0.115705726,0.841463315,0.113799013,,,,
accept,chat,0.155450022,0.1560379,0.559871448,0.136654229,,,,
accept,chime,0.016044846,0.016044846,0,,,,,
accept,chirp,0.027620881,0.027645642,0.208907645,,,,,
accept,chop,0.13927462,0.13927462,0.94318544,0.13927462,,,,
accept,clang,0.030640333,0.030640333,0.487692067,,,,,
accept,clatter,0.029593645,0.025040776,0.258841443,,,,,
accept,come,0.203898835,0.203898835,0.890006674,0.203898835,,,,
accept,command,0.215089951,0.200349368,0.564088737,0.188870158,,,,
accept,construct,0.053619026,0.055901699,0.572293089,0.053619026,,,,
accept,construction,0.046305886,0.055292228,0.246066904,,,,,
accept,cook,0.072269123,0.072269123,0.620745342,,,,,
accept,cough,0.088782823,0.08455507,0.453405179,,,,,
accept,crackle,0.026697535,0.026697535,0.467275351,,,,,
accept,crash,0.057305712,0.057305712,0.388796593,,,,,
accept,creep,0.055639818,0.055639818,0.79077367,0.055639818,,,,
accept,cry,0.1789747,0.170111354,0.695087093,0.143072587,,,,
accept,cut,0.080100711,0.080100711,0.44832653,0.080100711,,,,
accept,demand,0.137818166,0.135217823,0.729082617,0.070588574,,,,
accept,descend,0.109952985,0.109952985,0.723930025,0.117660446,,,,
accept,descent,0.02727841,0.02727841,0.517808705,,,,,
accept,destroy,0.15797114,0.153920598,0.913106783,0.07898557,,,,
accept,die,0.128050609,0.128050609,0.653832226,0.07583993,,,,
accept,dive,0.102819379,0.102819379,0.958562442,0.102819379,,,,
accept,donate,0.234871019,0.234871019,0.703392531,0.234871019,,,,
accept,donation,0.220947271,0.220947271,0.620730661,0.220947271,,,,
accept,door,0.018477441,0.018477441,0,,,,,
accept,drag,0.096828752,0.096828752,0.713308503,0.096828752,,,,
accept,draw,0.101462892,0.101462892,0.732114158,0.101462892,,,,
accept,drill,0.056460402,0.057273724,0.432612912,,,,,
accept,drink,0.089274798,0.089274798,0.726334941,0.089274798,,,,
accept,drive,0.129017759,0.129017759,0.890348201,0.143622797,,,,
accept,drool,0.090300522,0.090300522,0.579494567,0.090300522,,,,
accept,drop,0.050811435,0.046966108,0.352965604,,,,,
accept,ear,0.038426816,0.038426816,0,,,,,
accept,eat,0.042954775,0.042954775,0.489931855,,,,,
accept,eject,0.306815662,0.306815662,0.563138292,0.256837538,,,,
accept,elbow,0.032398911,0.032398911,0.597740637,,,,,
accept,empty,0.260643018,0.263080453,0.323737859,0.117588915,,,,
accept,enter,0.087557815,0.087557815,0.879786164,0.087557815,,,,
accept,entry,0.076992435,0.076992435,0.763057452,0.076992435,,,,
accept,escape,0.11628495,0.115110893,0.716591499,0.145258665,,,,
accept,exchange,0.346655213,0.347198135,0.82479174,0.363027299,,,,
accept,eye,0.039150716,0.040101884,0,,,,,
accept,fall,0.042445685,0.042445685,0.221490146,,,,,
accept,feel,0.161698006,0.161698006,0.665558326,0.161698006,,,,
accept,file,0.100633852,0.101413367,0.536262988,0.101413367,,,,
accept,fill,0.085896037,0.085896037,0.379043045,0.10430233,,,,
accept,finger,0.021066496,0.021066496,0,,,,,
accept,fix,0.093445246,0.093445246,0.816944295,0.093445246,,,,
accept,flame,0.015275616,0.015326058,0.377414706,,,,,
accept,flicker,0.030401755,0.030401755,0,,,,,
accept,fly,0.08713367,0.08713367,0.887672066,,,,,
accept,follow,0.117465539,0.117465539,0.606852659,0.117465539,,,,
accept,frown,0.127354673,0.127354673,0.582342473,0.074107967,,,,
accept,get,0.485543803,0.485543803,0.757187779,0.485543803,,,,
accept,give,0.263001826,0.253808611,0.866628914,0.253808611,0.509634,0.330794,0.013,0
accept,go,0.089774077,0.089774077,0.661149747,0.089774077,,,,
accept,greet,0.127615418,0.127615418,0.771588515,0.127615418,,,,
accept,grill,0.039459196,0.039459196,0.719023389,,,,,
accept,grin,0.084265983,0.084265983,0.715281698,0.084265983,,,,
accept,growl,0.047432534,0.045060908,0.647894622,,,,,
accept,halt,0.03215885,0.022998535,0.095311606,,,,,
accept,hammer,0.061451206,0.064685083,0.426995997,,,,,
accept,hear,0.083444087,0.073874861,0,,,,,
accept,helicopter,0.053134393,0.053134393,0,,,,,
accept,hiccup,0.080425632,0.071164841,0.280826398,0.052264414,,,,
accept,hit,0.161575646,0.161575646,0.927540128,0.104481102,,,,
accept,hoe,0.083484711,0.085449326,0.727281669,0.059576696,,,,
accept,hold,0.128258945,0.128258945,0.942628033,0.071267475,,,,
accept,hop,0.1341455,0.1341455,0.756577919,0.1341455,,,,
accept,inhale,0.163183439,0.163183439,0.670201041,0.081591719,,,,
accept,inject,0.079524277,0.079524277,0.558139535,0.079524277,,,,
accept,invite,0.194108205,0.191445583,0.889374256,0.194533415,,,,
accept,itch,0.099003802,0.091403754,0.356159928,,,,,
accept,jog,0.056006655,0.056006655,0.545595472,0.056006655,,,,
accept,kick,0.144174962,0.144174962,0.8362177,0.137241931,,,,
accept,kill,0.158163469,0.158163469,0.796832698,0.14575078,,,,
accept,knock,0.08289976,0.08289976,0.774382189,,,,,
accept,lead,0.08676103,0.08676103,0.306642327,0.08676103,,,,
accept,leave,0.202938234,0.202938234,0.789111309,0.199198443,,,,
accept,lend,0.260815656,0.260815656,0.762492852,0.260815656,,,,
accept,lick,0.082953348,0.082953348,0.942591004,0.081517088,,,,
accept,lift,0.12113235,0.12113235,0.944610429,0.106181495,,,,
